0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
0	1	2	2
3	0	0	0
3	0	0	0
3	0	0	0
3	0	0	0
3	0	0	0
3	0	0	0
3	1	10	2
0	1	14	2
0	1	16	2
0	1	18	2
0	1	21	2
0	1	24	2
0	3	26	2
0	9	29	2
0	16	32	2
7	0	34	0
7	0	37	0
6	33	39	0
6	35	40	0
6	38	43	0
6	42	45	0
6	45	47	0
6	47	48	0
6	49	50	0
6	51	51	0
6	53	52	0
6	54	53	0
6	57	55	0
6	57	56	0
6	59	56	0
6	59	57	0
6	59	57	0
6	59	56	0
6	58	56	0
6	57	55	0
6	55	53	0
6	53	51	0
6	51	51	0
6	46	47	0
6	43	45	0
6	40	42	0
6	34	39	0
0	30	36	2
0	26	33	2
0	20	26	2
0	19	25	1
0	16	20	1
0	13	18	1
0	12	15	1
0	10	13	1
0	9	12	1
0	7	9	1
0	6	8	1
0	6	7	1
0	5	5	1
0	4	5	1
0	4	4	1
0	3	3	1
0	3	3	1
0	3	3	1
0	3	2	1
0	3	2	1
0	3	2	1
0	3	2	1
0	3	2	1
0	3	1	1
0	3	1	1
0	2	1	1
0	2	1	1
0	2	1	1
0	2	1	1
0	2	1	1
0	2	1	1
0	2	1	1
0	2	1	1
0	2	1	1
0	2	1	1
0	2	1	1
