0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
0	2	1	2
3	0	0	0
3	0	0	0
3	0	0	0
3	0	0	0
3	0	0	0
3	0	0	0
0	2	10	2
0	2	14	2
0	2	20	2
0	2	23	2
0	2	25	2
0	2	27	2
0	2	29	2
0	2	30	2
0	5	32	2
0	10	34	2
0	14	35	2
0	17	35	2
0	20	36	2
7	0	38	0
0	0	39	0
0	28	39	2
0	30	40	2
0	31	41	2
0	31	41	2
0	31	40	2
0	31	40	2
0	31	40	2
0	29	39	2
0	27	38	2
0	25	37	2
0	20	35	2
0	18	34	2
0	15	32	2
0	12	30	2
0	10	28	2
0	9	27	2
0	7	23	2
0	6	21	2
0	5	19	2
0	4	15	2
3	0	0	0
3	0	0	0
3	0	0	0
3	0	0	0
3	0	0	0
3	0	0	0
