<<<<<<< HEAD
12388,13,Red One,0,0,0,0,0,0,1,0,0,0,2,0,0,Started on ground. Auto. Tried to knock down the kickstand. Teleop. Scored in middle goal. 
12388,22,Blue Two,0,0,0,0,0,1,0,0,0,1,0,0,0,attempted kickstand no work. quick lift semi accurate
12388,5,Blue One,0,0,0,1,0,0,0,0,0,0,2,0,0,Didn't score any balls
12388,9,Red One,0,0,0,1,0,0,1,1,0,0,2,0,0,Started on the ramp. Auto. Maybe off the ramp. Teleop. Scored often. End. Had a little trouble getting up the ramp 
3788,11,Blue Two,0,0,0,0,0,0,1,0,1,0,0,0,0,auto did not work. don't know what was attempted.slow lift.
3788,19,Red One,0,0,0,0,0,0,0,3,0,1,0,0,0,Started on the ground. Auto. Defensive auto made to block opposing robot from scoring in the 60 goal. Teleop. Scored consistantly. End. 
3788,5,Red One,0,0,0,1,0,0,3,0,1,1,0,0,0,Starts on the ramp. Got three big ballsnin the center goal
4150,1,Red One,0,0,0,1,0,0,0,3,1,0,0,0,0,Started on the ramp. Missed the goal and drove on the corner if the ramp. Teleop. Missed the high goal but scored in it two other times. Scored three in the middle goal during end game
4150,21,Red One,0,0,0,0,1,0,0,3,1,1,0,0,0,Started on the ground. Auto. Successful 120 auto! Teleop. Scored in 90. End. Filled 120 goal.
4150,26,Red One,1,0,0,1,0,0,0,0,0,0,2,0,0,we seemed to have trouble scoring
4177,18,Red One,1,0,0,1,0,0,1,0,0,0,2,0,0,
4177,24,Red One,0,0,0,0,0,0,1,0,0,0,3,1,0,On the ground. Auto. No auto. End. Knocked down their own goal.
4177,3,Blue One,0,0,0,1,0,0,1,0,0,0,3,0,0,Missed 120 in auto and slow scoring. They could then get two goals and themselves up the ramp
4177,7,Blue Two,0,0,0,0,0,0,1,0,0,0,1,0,0,auto attempted to kickstand and drag s goal to f base did not work. missed three balls attempting a trip on m goal.
4324,24,Blue Two,0,0,0,0,0,0,0,2,0,0,0,0,0,auto stopped mid lift attempted cenre goal. trouble collecting corner balls slow collection delay until bucket released.
4324,2,Red One,0,0,0,0,0,0,0,0,0,0,0,0,0,Auto. Did not work. Teleop. Collected balls and got stuck on the kickstand. End. Tries to go up the ramp 
4324,9,Red Two,0,0,0,0,0,0,1,0,0,1,0,0,0,aimed for center but was pushed away still probably still need some work
4324,,Red Two,0,0,0,0,0,0,0,0,0,0,1,0,0,Ran into center in auto. didn't score balls
5126,16,Blue Two,0,0,0,0,0,0,0,0,0,0,0,0,0,no auto. collecting few balls. auto lift tube thing.
5126,1,Red Two,0,0,0,0,0,0,0,0,0,2,0,0,0,
5126,23,Blue Two,0,0,1,0,0,0,1,0,0,1,0,0,0,lift not efficient due to auto lift.
5126,7,Red One,0,0,0,0,0,0,0,0,0,0,0,0,0,Started on the ground. Auto. Went forward and spun around. Straifing capabilities.
5340,11,Blue One,0,0,0,1,0,0,0,1,0,1,0,0,0,Missed 60 in auto. Not good scoring.
5340,24,Red One,1,0,0,1,0,0,0,0,1,0,0,1,0,
5340,6,Red One,1,1,0,1,0,0,0,3,1,0,0,1,0,Started on the ramp. Scored in there middle goal. Scored in the 120 goal but got a penelty 
5340,,Blue One,0,0,0,1,0,0,0,0,0,1,0,0,0,Arm broke. It practically snapped in half.
5588,21,Red One,1,0,0,0,0,0,0,0,0,0,3,0,0,
5695,14,Red Two,0,0,0,0,0,0,0,0,0,0,1,0,0,raise slowly and missed
5985,13,Red One,1,0,0,1,0,0,1,4,1,2,0,0,0,
5975,14,Red One,0,0,0,0,0,0,0,2,0,0,0,0,0,Tried to score in center goal in auto. Slow driving and took several seconds t to line up with goal. 6 large balls in 90 cm goal.
5975,19,Blue Two,0,0,0,0,0,0,0,3,0,1,0,0,0,missed center not close miss placed. has an auto lift. got tall goalin fbase.
5975,3,Red Two,0,0,0,0,0,0,0,1,0,1,0,0,0,missed center auto
5975,8,Red One,0,0,0,0,0,0,4,0,0,2,0,0,0,Started on the ground. Auto. Tried to score in the 120? Teleop. Very inconsistent scoring and bucket.
5985,19,Red One,0,0,0,1,0,0,2,0,0,1,0,0,0,filled medium goal
